user_id,created_at,company_id,language,state
350,2013-02-03,8807,japanese,pending
351,2013-02-03,757,german,pending
352,2013-02-04,8809,english,pending
353,2013-02-04,4122,english,active
354,2013-02-04,445,french,pending
355,2013-02-04,12167,chinese,active
356,2013-02-04,11,english,pending
357,2013-02-04,11842,english,pending
358,2013-02-04,3403,english,pending
359,2013-02-04,8083,english,active
360,2013-02-04,10506,spanish,active
361,2013-02-04,1,chinese,active
362,2013-02-04,35,japanese,active
363,2013-02-04,12020,english,active
364,2013-02-04,343,chinese,pending
365,2013-02-04,10053,spanish,active
366,2013-02-04,6145,japanese,active
367,2013-02-04,5886,english,active
368,2013-02-05,17,english,pending
369,2013-02-05,5596,english,active
370,2013-02-05,6795,french,active
371,2013-02-05,8118,japanese,pending
372,2013-02-05,1,english,active
373,2013-02-05,9190,spanish,active
374,2013-02-05,9830,japanese,active
375,2013-02-05,13125,english,pending
376,2013-02-05,5884,german,active
377,2013-02-05,6590,english,active
378,2013-02-05,2376,english,active
379,2013-02-05,4701,french,active
380,2013-02-05,4487,japanese,active
381,2013-02-05,2,english,active
382,2013-02-05,4553,english,pending
383,2013-02-05,155,arabic,active
384,2013-02-06,9,spanish,active
385,2013-02-06,159,english,active
386,2013-02-06,6,english,pending
387,2013-02-06,3887,english,pending
388,2013-02-06,7654,spanish,active
389,2013-02-06,11636,spanish,pending
390,2013-02-06,4697,english,active
391,2013-02-06,224,spanish,pending
392,2013-02-06,7120,english,pending
393,2013-02-06,3,english,active
394,2013-02-06,2475,japanese,pending
395,2013-02-06,6522,english,pending
396,2013-02-06,9894,english,pending
397,2013-02-06,9060,english,active
398,2013-02-07,6572,german,pending
399,2013-02-07,13075,english,active
400,2013-02-07,7851,english,pending
401,2013-02-07,7978,italian,pending
402,2013-02-07,12013,arabic,active
403,2013-02-07,1,russian,active
404,2013-02-07,3453,english,active
405,2013-02-07,349,arabic,active
406,2013-02-07,10036,english,active
407,2013-02-07,6458,chinese,pending
408,2013-02-07,36,french,active
409,2013-02-07,1,english,active
410,2013-02-07,7666,english,pending
411,2013-02-07,868,italian,active
412,2013-02-07,6078,english,active
413,2013-02-08,8523,english,active
414,2013-02-08,513,indian,active
415,2013-02-08,1,french,pending
416,2013-02-08,3972,japanese,pending
417,2013-02-08,1,english,active
418,2013-02-08,9945,english,pending
419,2013-02-08,12655,english,pending
420,2013-02-08,5838,english,active
421,2013-02-08,6000,french,pending
422,2013-02-08,9147,indian,pending
423,2013-02-08,76,spanish,pending
424,2013-02-08,3314,english,pending
425,2013-02-08,12578,chinese,pending
426,2013-02-08,29,english,pending
427,2013-02-08,1,english,pending
428,2013-02-08,2,english,active
429,2013-02-08,2876,english,active
430,2013-02-08,10,chinese,active
431,2013-02-09,45,english,pending
432,2013-02-09,21,english,active
433,2013-02-09,9806,french,pending
434,2013-02-09,329,french,active
435,2013-02-10,5408,english,pending
436,2013-02-10,15,english,pending
437,2013-02-10,8635,portugese,active
438,2013-02-10,5,spanish,pending
439,2013-02-11,2147,german,active
440,2013-02-11,1705,english,pending
441,2013-02-11,25,english,active
442,2013-02-11,27,arabic,pending
443,2013-02-11,4822,english,active
444,2013-02-11,10576,spanish,pending
445,2013-02-11,73,french,pending
446,2013-02-11,5878,english,pending
447,2013-02-11,11949,french,pending
448,2013-02-11,9602,chinese,pending
449,2013-02-11,12098,indian,pending
450,2013-02-11,4787,chinese,pending
451,2013-02-11,8999,german,active
452,2013-02-11,6326,english,pending
453,2013-02-12,6781,german,active
454,2013-02-12,6039,french,active
455,2013-02-12,1538,indian,pending
456,2013-02-12,2086,english,pending
457,2013-02-12,4485,english,active
458,2013-02-12,6504,english,pending
459,2013-02-12,3734,french,pending
460,2013-02-12,3309,english,active
461,2013-02-12,3,korean,active
462,2013-02-12,4,korean,active
463,2013-02-12,4793,english,pending
464,2013-02-12,1111,russian,active
465,2013-02-12,1909,english,pending
466,2013-02-12,9750,spanish,active
467,2013-02-12,12486,japanese,active
468,2013-02-13,4508,english,pending
469,2013-02-13,3613,spanish,active
470,2013-02-13,399,english,active
471,2013-02-13,21,chinese,active
472,2013-02-13,2,portugese,pending
473,2013-02-13,10534,russian,pending
474,2013-02-13,6032,english,active
475,2013-02-13,9571,spanish,pending
476,2013-02-13,7424,english,pending
477,2013-02-13,1,english,pending
478,2013-02-13,4410,english,active
479,2013-02-13,9751,english,active
480,2013-02-13,9617,english,pending
481,2013-02-13,9954,japanese,pending
482,2013-02-13,13168,english,active
483,2013-02-13,11571,spanish,pending
484,2013-02-14,4896,russian,active
485,2013-02-14,105,german,active
486,2013-02-14,4632,english,pending
487,2013-02-14,1267,english,active
488,2013-02-14,3,english,active
489,2013-02-14,773,russian,active
490,2013-02-14,3562,spanish,active
491,2013-02-14,2,indian,active
492,2013-02-14,8821,english,active
493,2013-02-14,4294,japanese,active
494,2013-02-14,79,english,active
495,2013-02-14,2927,english,active
496,2013-02-15,4874,french,pending
497,2013-02-15,781,italian,active
498,2013-02-15,12585,english,active
499,2013-02-15,9408,english,pending
500,2013-02-15,460,english,pending
501,2013-02-15,9,english,active
502,2013-02-15,8880,arabic,pending
503,2013-02-15,4563,english,active
504,2013-02-15,5444,spanish,pending
505,2013-02-15,3,english,pending
506,2013-02-15,4622,indian,pending
507,2013-02-15,548,english,pending
508,2013-02-15,2,english,pending
509,2013-02-15,7884,english,pending
510,2013-02-15,11289,english,pending
511,2013-02-16,8845,english,pending
512,2013-02-16,6996,english,pending
513,2013-02-16,700,spanish,active
514,2013-02-16,8125,japanese,active
515,2013-02-17,2253,english,active
516,2013-02-17,9,english,active
517,2013-02-17,11239,english,active
518,2013-02-17,421,english,active
519,2013-02-17,10492,english,pending
520,2013-02-18,12719,english,pending
521,2013-02-18,9497,spanish,active
522,2013-02-18,2387,spanish,pending
523,2013-02-18,6,arabic,active
524,2013-02-18,6717,arabic,active
525,2013-02-18,8503,english,active
526,2013-02-18,466,english,pending
527,2013-02-18,3540,korean,active
528,2013-02-18,6568,arabic,pending
529,2013-02-18,6334,german,active
530,2013-02-18,8528,german,active
531,2013-02-18,9139,english,pending
532,2013-02-18,7789,french,pending
533,2013-02-19,8539,english,pending
534,2013-02-19,5948,english,pending
535,2013-02-19,4260,english,active
536,2013-02-19,2824,english,pending
537,2013-02-19,13103,german,active
538,2013-02-19,4,spanish,active
539,2013-02-19,1132,english,pending
540,2013-02-19,2006,english,active
541,2013-02-19,1816,english,pending
542,2013-02-19,13,german,pending
543,2013-02-19,5374,german,pending
544,2013-02-19,1,arabic,pending
545,2013-02-19,5881,english,pending
546,2013-02-19,4776,english,active
547,2013-02-19,11792,japanese,pending
548,2013-02-20,6470,arabic,active
549,2013-02-20,11343,portugese,active
550,2013-02-20,3548,english,pending
551,2013-02-20,3,spanish,active
552,2013-02-20,9675,chinese,active
553,2013-02-20,4723,spanish,active
554,2013-02-20,5491,japanese,active
555,2013-02-20,5207,german,active
556,2013-02-20,12547,chinese,active
557,2013-02-20,23,spanish,pending
558,2013-02-20,555,indian,pending
559,2013-02-20,1531,french,pending
560,2013-02-20,11480,arabic,pending
561,2013-02-20,1,french,pending
562,2013-02-20,3082,french,pending
563,2013-02-20,48,english,active
564,2013-02-20,10158,french,pending
565,2013-02-21,4287,portugese,active
566,2013-02-21,231,japanese,active
567,2013-02-21,3657,english,active
568,2013-02-21,2937,english,pending
569,2013-02-21,5630,arabic,pending
570,2013-02-21,1947,arabic,active
571,2013-02-21,1,french,pending
572,2013-02-21,7105,english,pending
573,2013-02-21,4602,english,pending
574,2013-02-21,19,english,active
575,2013-02-21,1034,spanish,active
576,2013-02-21,7376,japanese,active
577,2013-02-21,3723,french,pending
578,2013-02-21,535,french,pending
579,2013-02-21,223,english,active
580,2013-02-22,11823,japanese,pending
581,2013-02-22,10409,english,active
582,2013-02-22,499,indian,pending
583,2013-02-22,8547,german,active
584,2013-02-22,17,chinese,pending
585,2013-02-22,17,english,pending
586,2013-02-22,11282,english,active
587,2013-02-22,1366,english,pending
588,2013-02-22,10,english,active
589,2013-02-22,208,french,active
590,2013-02-22,10869,portugese,pending
591,2013-02-22,3,italian,active
592,2013-02-22,59,russian,active
593,2013-02-22,3849,french,pending
594,2013-02-23,12085,english,pending
595,2013-02-23,4156,english,pending
596,2013-02-23,24,english,active
597,2013-02-23,8974,english,active
598,2013-02-24,1,english,active
599,2013-02-24,11251,english,pending
600,2013-02-24,12679,english,pending
601,2013-02-24,3218,arabic,pending
602,2013-02-25,695,english,active
603,2013-02-25,106,english,active
604,2013-02-25,1642,english,pending
605,2013-02-25,5296,english,pending
606,2013-02-25,2335,french,pending
607,2013-02-25,12958,english,pending
608,2013-02-25,2680,french,pending
609,2013-02-25,8,english,active
610,2013-02-25,1178,indian,active
611,2013-02-25,449,portugese,active
612,2013-02-25,13,english,pending
613,2013-02-25,8289,japanese,pending
614,2013-02-25,8715,english,active
615,2013-02-26,5029,english,pending
616,2013-02-26,17,german,pending
617,2013-02-26,4193,english,active
618,2013-02-26,10895,portugese,active
619,2013-02-26,260,english,pending
620,2013-02-26,1,english,pending
621,2013-02-26,522,arabic,active
622,2013-02-26,26,english,active
623,2013-02-26,7186,english,pending
624,2013-02-26,8698,russian,active
625,2013-02-26,12491,french,pending
626,2013-02-26,7697,chinese,pending
627,2013-02-26,7065,spanish,pending
628,2013-02-26,6191,english,pending
629,2013-02-27,1,chinese,active
630,2013-02-27,3,english,pending
631,2013-02-27,505,spanish,active
632,2013-02-27,9122,spanish,active
633,2013-02-27,3,english,active
634,2013-02-27,6424,english,pending
635,2013-02-27,8537,english,pending
636,2013-02-27,4796,english,active
637,2013-02-27,3,english,active
638,2013-02-27,3883,russian,pending
639,2013-02-27,78,french,pending
640,2013-02-27,1,italian,pending
641,2013-02-27,10715,english,pending
642,2013-02-27,11453,english,pending
643,2013-02-27,71,indian,active
644,2013-02-28,219,chinese,active
645,2013-02-28,13171,portugese,pending
646,2013-02-28,2339,indian,pending
647,2013-02-28,17,english,active
648,2013-02-28,97,english,pending
649,2013-02-28,863,english,pending
650,2013-02-28,62,english,pending
651,2013-02-28,4198,english,active
652,2013-02-28,12,spanish,active
653,2013-02-28,5434,russian,active
654,2013-02-28,2142,english,pending
655,2013-02-28,1,english,active
656,2013-02-28,195,french,pending
657,2013-02-28,365,english,pending
658,2013-02-28,10965,russian,pending
659,2013-02-28,8168,english,pending
660,2013-03-01,2351,english,active
661,2013-03-01,461,russian,pending
662,2013-03-01,12457,chinese,pending
663,2013-03-01,10936,german,active
664,2013-03-01,821,english,active
665,2013-03-01,4675,spanish,pending
666,2013-03-01,9241,english,pending
667,2013-03-01,2789,spanish,pending
668,2013-03-01,19,italian,active
669,2013-03-01,7152,english,pending
670,2013-03-01,4604,english,active
671,2013-03-01,13082,english,pending
672,2013-03-01,1295,german,active
673,2013-03-01,469,english,active
674,2013-03-01,1778,english,active
675,2013-03-02,2244,german,pending
676,2013-03-02,8919,french,pending
677,2013-03-02,3,chinese,pending
678,2013-03-02,2,english,active
679,2013-03-03,3797,english,pending
680,2013-03-03,1,english,pending
681,2013-03-03,1405,spanish,pending
682,2013-03-03,11873,russian,pending
683,2013-03-04,2843,spanish,pending
684,2013-03-04,9562,chinese,active
685,2013-03-04,9135,spanish,pending
686,2013-03-04,19,english,pending
687,2013-03-04,1,portugese,pending
688,2013-03-04,778,english,active
689,2013-03-04,12775,english,active
690,2013-03-04,13036,english,active
691,2013-03-04,9191,portugese,pending
692,2013-03-04,14,spanish,active
693,2013-03-04,3996,english,pending
694,2013-03-04,7909,french,pending
695,2013-03-04,2689,english,active
696,2013-03-04,2,spanish,pending
697,2013-03-04,7193,german,pending
698,2013-03-04,12,english,active
699,2013-03-04,10986,italian,active
700,2013-03-04,104,indian,active
701,2013-03-05,8254,english,pending
702,2013-03-05,8273,english,active
703,2013-03-05,340,english,active
704,2013-03-05,4307,english,pending
705,2013-03-05,6587,japanese,pending
706,2013-03-05,5,english,pending
707,2013-03-05,6441,english,active
708,2013-03-05,4692,english,pending
709,2013-03-05,6423,english,active
710,2013-03-05,31,english,active
711,2013-03-05,5,english,pending
712,2013-03-05,11451,english,active
713,2013-03-05,2,english,active
714,2013-03-06,2553,english,active
715,2013-03-06,2317,spanish,pending
716,2013-03-06,6435,japanese,pending
717,2013-03-06,10199,japanese,active
718,2013-03-06,1136,japanese,pending
719,2013-03-06,13,russian,active
720,2013-03-06,3163,english,active
721,2013-03-06,8,spanish,pending
722,2013-03-06,1,spanish,pending
723,2013-03-06,2151,english,pending
724,2013-03-06,10588,english,pending
725,2013-03-06,9,english,active
726,2013-03-06,8588,english,active
727,2013-03-06,8767,english,active
728,2013-03-06,4834,german,pending
729,2013-03-07,7189,english,active
730,2013-03-07,1,english,active
731,2013-03-07,1171,arabic,pending
732,2013-03-07,5,arabic,active
733,2013-03-07,2373,japanese,active
734,2013-03-07,17,spanish,pending
735,2013-03-07,12,english,active
736,2013-03-07,2366,english,pending
737,2013-03-07,13,spanish,active
738,2013-03-07,3738,english,pending
739,2013-03-07,12852,japanese,pending
740,2013-03-07,10142,english,pending
741,2013-03-07,1844,english,active
742,2013-03-07,1884,english,active
743,2013-03-07,172,indian,active
744,2013-03-08,9,english,pending
745,2013-03-08,1,russian,active
746,2013-03-08,11573,japanese,active
747,2013-03-08,2656,english,active
748,2013-03-08,7592,spanish,active
749,2013-03-08,269,english,pending
750,2013-03-08,602,french,active
751,2013-03-08,7822,english,pending
752,2013-03-08,12908,spanish,pending
753,2013-03-08,11943,japanese,active
754,2013-03-08,1,english,active
755,2013-03-08,6662,english,pending
756,2013-03-08,6538,german,active
757,2013-03-08,10,spanish,pending
758,2013-03-08,5149,english,pending
759,2013-03-09,11324,russian,active
760,2013-03-09,3050,english,active
761,2013-03-09,24,english,active
762,2013-03-09,12142,english,pending
763,2013-03-10,12224,english,pending
764,2013-03-10,10,english,pending
765,2013-03-10,6446,japanese,pending
766,2013-03-10,11627,french,pending
767,2013-03-10,4,english,pending
768,2013-03-11,8752,english,pending
769,2013-03-11,100,portugese,pending
770,2013-03-11,3097,french,pending
771,2013-03-11,12107,portugese,active
772,2013-03-11,2944,english,active
773,2013-03-11,10008,french,active
774,2013-03-11,5142,japanese,pending
775,2013-03-11,1,english,active
776,2013-03-11,9189,japanese,pending
777,2013-03-11,9165,portugese,pending
778,2013-03-11,6816,french,pending
779,2013-03-11,8586,english,active
780,2013-03-11,12301,spanish,active
781,2013-03-11,6969,german,pending
782,2013-03-11,11445,french,active
783,2013-03-11,25,spanish,active
784,2013-03-12,2,english,pending
785,2013-03-12,6320,russian,active
786,2013-03-12,1,spanish,pending
787,2013-03-12,13,french,pending
788,2013-03-12,59,english,pending
789,2013-03-12,6226,english,pending
790,2013-03-12,15,english,active
791,2013-03-12,8944,spanish,pending
792,2013-03-12,7104,english,active
793,2013-03-12,11147,english,active
794,2013-03-12,3041,french,pending
795,2013-03-12,10995,english,pending
796,2013-03-12,12016,english,pending
797,2013-03-12,443,japanese,pending
798,2013-03-12,8483,english,pending
799,2013-03-12,2068,german,pending
800,2013-03-12,4818,english,active
801,2013-03-13,818,english,active
802,2013-03-13,4595,english,active
803,2013-03-13,1,english,active
804,2013-03-13,9925,english,pending
805,2013-03-13,3169,english,active
806,2013-03-13,10857,indian,active
807,2013-03-13,12318,english,pending
808,2013-03-13,19,english,active
809,2013-03-13,8762,english,pending
810,2013-03-13,6040,spanish,pending
811,2013-03-13,2559,chinese,pending
812,2013-03-13,539,english,pending
813,2013-03-13,15,english,pending
814,2013-03-13,6222,english,pending
815,2013-03-13,603,french,pending
816,2013-03-14,1,english,pending
817,2013-03-14,9898,spanish,pending
818,2013-03-14,15,english,pending
819,2013-03-14,5063,english,active
820,2013-03-14,3,arabic,active
821,2013-03-14,8958,spanish,pending
822,2013-03-14,11195,english,active
823,2013-03-14,53,french,active
824,2013-03-14,98,english,pending
825,2013-03-14,8669,english,active
826,2013-03-14,5266,english,pending
827,2013-03-14,114,indian,active
828,2013-03-14,4219,japanese,pending
